NAME	TITLE	SCORE	
HAUS6P2	HAUS augmin like complex subunit 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43765]	1.9723012	
FAM227B	family with sequence similarity 227 member B [Source:HGNC Symbol;Acc:HGNC:26543]	1.9314915	
SLC30A4	solute carrier family 30 member 4 [Source:HGNC Symbol;Acc:HGNC:11015]	1.8907267	
RN7SL832P	RNA, 7SL, cytoplasmic 832, pseudogene [Source:HGNC Symbol;Acc:HGNC:46848]	1.8692489	
ZNF132	zinc finger protein 132 [Source:HGNC Symbol;Acc:HGNC:12916]	1.8471028	
DLGAP1-AS2	DLGAP1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:28146]	1.8341253	
MRPS36P1	mitochondrial ribosomal protein S36 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29771]	1.8054577	
RN7SL166P	RNA, 7SL, cytoplasmic 166, pseudogene [Source:HGNC Symbol;Acc:HGNC:46182]	1.7904079	
CRIP1P3	cysteine rich protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44518]	1.7764165	
PCYT1B	phosphate cytidylyltransferase 1B, choline [Source:HGNC Symbol;Acc:HGNC:8755]	1.7721072	
ZNF154	zinc finger protein 154 [Source:HGNC Symbol;Acc:HGNC:12939]	1.7721072	
THRB-AS1	THRB antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44515]	1.7418786	
NFYAP1	nuclear transcription factor Y subunit alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34078]	1.7401981	
MED14OS	MED14 opposite strand [Source:HGNC Symbol;Acc:HGNC:40162]	1.7195345	
CD8A	CD8 subunit alpha [Source:HGNC Symbol;Acc:HGNC:1706]	1.7096314	
SNORD72	small nucleolar RNA, C/D box 72 [Source:HGNC Symbol;Acc:HGNC:32733]	1.69969	
HSPE1P13	heat shock protein family E (Hsp10) member 1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:49332]	1.6906499	
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]	1.6755067	
ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]	1.6616377	
ENHO	energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]	1.656435	
MIR6740	microRNA 6740 [Source:HGNC Symbol;Acc:HGNC:50082]	1.6554649	
MAP7D2	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	1.6490917	
FCF1P1	FCF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44613]	1.6476105	
ZMAT1	zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377]	1.6466053	
JAZF1	JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917]	1.6436762	
C1orf226	chromosome 1 open reading frame 226 [Source:HGNC Symbol;Acc:HGNC:34351]	1.6425406	
LPAL2	lipoprotein(a) like 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:21210]	1.6227629	
NAP1L1P3	nucleosome assembly protein 1 like 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38007]	1.6215199	
COL11A2	collagen type XI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2187]	1.6157756	
ZNF503-AS1	ZNF503 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27370]	1.5932162	
RPS4XP11	ribosomal protein S4X pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:37013]	1.5857415	
EPHB1	EPH receptor B1 [Source:HGNC Symbol;Acc:HGNC:3392]	1.583601	
HAGLR	HOXD antisense growth-associated long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:43755]	1.5761	
MIP	major intrinsic protein of lens fiber [Source:HGNC Symbol;Acc:HGNC:7103]	1.5748101	
RIC3	RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]	1.5647486	
PHB1P9	PHB1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:39288]	1.5597284	
SLAIN1	SLAIN motif family member 1 [Source:HGNC Symbol;Acc:HGNC:26387]	1.5538512	
APBA2	amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]	1.5493016	
TEX30	testis expressed 30 [Source:HGNC Symbol;Acc:HGNC:25188]	1.5478462	
DNAL4	dynein axonemal light chain 4 [Source:HGNC Symbol;Acc:HGNC:2955]	1.5417804	
ZNF682	zinc finger protein 682 [Source:HGNC Symbol;Acc:HGNC:28857]	1.5417804	
RAD21L1	RAD21 cohesin complex component like 1 [Source:HGNC Symbol;Acc:HGNC:16271]	1.540795	
SSUH2	ssu-2 homolog [Source:HGNC Symbol;Acc:HGNC:24809]	1.5313197	
DNAAF1	dynein axonemal assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30539]	1.5113686	
RPS3AP25	RPS3A pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36801]	1.4940715	
PYCR1-AS1	novel transcript, antisense PYCR1	1.4923574	
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	1.4908379	
S100A6	S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]	1.4897183	
MIR4479	microRNA 4479 [Source:HGNC Symbol;Acc:HGNC:41767]	1.4640114	
ENO4	enolase 4 [Source:HGNC Symbol;Acc:HGNC:31670]	1.4584599	
MIRLET7I	microRNA let-7i [Source:HGNC Symbol;Acc:HGNC:31486]	1.4441317	
MRE11P1	MRE11 homolog, double strand break repair nuclease pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7231]	1.4351819	
TPTE2P5	TPTE2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42356]	1.4194392	
NTMT2	N-terminal Xaa-Pro-Lys N-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:31932]	1.4187076	
RNU6-8	RNA, U6 small nuclear 8 [Source:HGNC Symbol;Acc:HGNC:34285]	1.4052917	
DNAH10	dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]	1.3974291	
RPS4XP16	ribosomal protein S4X pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36365]	1.3939838	
SAMD13	sterile alpha motif domain containing 13 [Source:HGNC Symbol;Acc:HGNC:24582]	1.3931968	
RPS12P27	ribosomal protein S12 pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:35892]	1.3869244	
CILP	cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]	1.3864063	
ODAD1	outer dynein arm docking complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26560]	1.3837773	
NEB	nebulin [Source:HGNC Symbol;Acc:HGNC:7720]	1.365288	
LINC01315	long intergenic non-protein coding RNA 1315 [Source:HGNC Symbol;Acc:HGNC:50513]	1.361134	
HOXA7	homeobox A7 [Source:HGNC Symbol;Acc:HGNC:5108]	1.3589482	
TMEM240	transmembrane protein 240 [Source:HGNC Symbol;Acc:HGNC:25186]	1.3439391	
EPHX3	epoxide hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:23760]	1.3381141	
TPT1P10	TPT1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:49301]	1.3311917	
INTS6-AS1	INTS6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42691]	1.3299947	
MIR6080	microRNA 6080 [Source:HGNC Symbol;Acc:HGNC:50142]	1.3170686	
TMEM132B	transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]	1.3128054	
TPI1P3	triosephosphate isomerase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:38070]	1.3047421	
ACSM6	acyl-CoA synthetase medium chain family member 6 [Source:HGNC Symbol;Acc:HGNC:31665]	1.300185	
RTL9	retrotransposon Gag like 9 [Source:HGNC Symbol;Acc:HGNC:29245]	1.2923567	
LINC00891	long intergenic non-protein coding RNA 891 [Source:HGNC Symbol;Acc:HGNC:48577]	1.2923567	
TRIM21	tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312]	1.286792	
AXDND1	axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564]	1.2839013	
SATL1	spermidine/spermine N1-acetyl transferase like 1 [Source:HGNC Symbol;Acc:HGNC:27992]	1.2820323	
ENPP7P1	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48699]	1.2816752	
C20orf202	chromosome 20 open reading frame 202 [Source:HGNC Symbol;Acc:HGNC:37254]	1.278559	
GALNT17	polypeptide N-acetylgalactosaminyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:16347]	1.2772774	
SESN3	sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]	1.2667551	
GRPEL2-AS1	GRPEL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48999]	1.2598093	
CYP2D8P	ccytochrome P450 family 2 subfamily D member 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:2628]	1.2559217	
DOK2	docking protein 2 [Source:HGNC Symbol;Acc:HGNC:2991]	1.2542641	
TUBAL3	tubulin alpha like 3 [Source:HGNC Symbol;Acc:HGNC:23534]	1.2514853	
RNU6-583P	RNA, U6 small nuclear 583, pseudogene [Source:HGNC Symbol;Acc:HGNC:47546]	1.2452497	
BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:13229]	1.2442901	
SLCO2A1	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]	1.2430526	
H2BC6	H2B clustered histone 6 [Source:HGNC Symbol;Acc:HGNC:4753]	1.240944	
SNORD36B	small nucleolar RNA, C/D box 36B [Source:HGNC Symbol;Acc:HGNC:10164]	1.2393095	
LY6G5C	lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]	1.2372606	
PRDX2P2	peroxiredoxin 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44967]	1.2347858	
MEFV	MEFV innate immunity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]	1.2280029	
PSMA6P2	proteasome subunit alpha 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39607]	1.2277961	
DUSP8P1	dual specificity phosphatase 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3075]	1.227504	
TMEM74	transmembrane protein 74 [Source:HGNC Symbol;Acc:HGNC:26409]	1.2234851	
SNORD92	small nucleolar RNA, C/D box 92 [Source:HGNC Symbol;Acc:HGNC:32754]	1.2186531	
RPF2P1	ribosome production factor 2 homolog pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16186]	1.217843	
MZB1	marginal zone B and B1 cell specific protein [Source:HGNC Symbol;Acc:HGNC:30125]	1.2151837	
PEX5L	peroxisomal biogenesis factor 5 like [Source:HGNC Symbol;Acc:HGNC:30024]	1.2143517	
RPS14P8	ribosomal protein S14 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:37027]	1.2143517	
NSG2	neuronal vesicle trafficking associated 2 [Source:HGNC Symbol;Acc:HGNC:24955]	1.2143517	
WNT9A	Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]	1.2099664	
APOC4	apolipoprotein C4 [Source:HGNC Symbol;Acc:HGNC:611]	1.2068176	
ANKRD34A	ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]	1.2053735	
HOXD8	homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139]	1.1973518	
KCNIP2-AS1	KCNIP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48680]	1.1967286	
MIR6739	microRNA 6739 [Source:HGNC Symbol;Acc:HGNC:50165]	1.1957392	
ICA1	islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]	1.1956011	
MFSD4A	major facilitator superfamily domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25433]	1.1893166	
C14orf178	chromosome 14 open reading frame 178 [Source:HGNC Symbol;Acc:HGNC:26385]	1.1840497	
OR7E161P	olfactory receptor family 7 subfamily E member 161 pseudogene [Source:HGNC Symbol;Acc:HGNC:31234]	1.1744943	
SNORD71	small nucleolar RNA, C/D box 71 [Source:HGNC Symbol;Acc:HGNC:32732]	1.1741503	
DPPA5P4	developmental pluripotency associated 5 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49665]	1.1708192	
CYP2T1P	cytochrome P450 family 2 subfamily T member 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:18852]	1.1681973	
SDSL	serine dehydratase like [Source:HGNC Symbol;Acc:HGNC:30404]	1.1639436	
PTPRO	protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678]	1.1629679	
SLC1A3-AS1	SLC1A3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56374]	1.1613798	
NPIPA5	nuclear pore complex interacting protein family member A5 [Source:HGNC Symbol;Acc:HGNC:41980]	1.1533548	
SEPTIN10P1	septin 10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:40018]	1.1525402	
RPL21P65	ribosomal protein L21 pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:36017]	1.1495302	
MIR1229	microRNA 1229 [Source:HGNC Symbol;Acc:HGNC:33924]	1.1495284	
BTN3A1	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]	1.1477684	
NELL2	neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]	1.1463246	
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]	1.1454111	
DMRTA1	DMRT like family A1 [Source:HGNC Symbol;Acc:HGNC:13826]	1.1421021	
TSSK3	testis specific serine kinase 3 [Source:HGNC Symbol;Acc:HGNC:15473]	1.1403111	
CFAP52	cilia and flagella associated protein 52 [Source:HGNC Symbol;Acc:HGNC:16053]	1.138263	
NDE1	nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]	1.1382349	
OR8A1	olfactory receptor family 8 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8469]	1.1380897	
SIX1	SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887]	1.1310141	
PBLD	phenazine biosynthesis like protein domain containing [Source:HGNC Symbol;Acc:HGNC:23301]	1.1294069	
OR2A4	olfactory receptor family 2 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:14729]	1.128081	
FOXA1	forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]	1.127085	
ACVR1C	activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123]	1.1270636	
PSMG3-AS1	PSMG3 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:22230]	1.1254098	
KCTD16	potassium channel tetramerization domain containing 16 [Source:HGNC Symbol;Acc:HGNC:29244]	1.124643	
EXTL3-AS1	EXTL3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27985]	1.1219414	
MIR3195	microRNA 3195 [Source:HGNC Symbol;Acc:HGNC:38250]	1.1155764	
RNU1-1	RNA, U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10120]	1.11237	
CBX3P2	CBX3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42874]	1.1111349	
SNORD45B	small nucleolar RNA, C/D box 45B [Source:HGNC Symbol;Acc:HGNC:10185]	1.1084676	
SRPK3	SRSF protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:11402]	1.1063567	
PCDHA14	protocadherin alpha 14 pseudogene [Source:HGNC Symbol;Acc:HGNC:2163]	1.102662	
RTL8B	retrotransposon Gag like 8B [Source:HGNC Symbol;Acc:HGNC:33156]	1.1023774	
AKAP3	A-kinase anchoring protein 3 [Source:HGNC Symbol;Acc:HGNC:373]	1.1022264	
CFAP92	cilia and flagella associated protein 92 (putative) [Source:HGNC Symbol;Acc:HGNC:29231]	1.10127	
BOK-AS1	BOK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:35125]	1.1004063	
LINC01088	long intergenic non-protein coding RNA 1088 [Source:HGNC Symbol;Acc:HGNC:49148]	1.0935045	
ACE	angiotensin I converting enzyme [Source:HGNC Symbol;Acc:HGNC:2707]	1.0928541	
ENKUR	enkurin, TRPC channel interacting protein [Source:HGNC Symbol;Acc:HGNC:28388]	1.0892152	
ZNF233	zinc finger protein 233 [Source:HGNC Symbol;Acc:HGNC:30946]	1.0855423	
LRP11	LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]	1.0839949	
LCA5L	lebercilin LCA5 like [Source:HGNC Symbol;Acc:HGNC:1255]	1.0827806	
OPRL1	opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]	1.0802583	
ZC2HC1A	zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277]	1.0797825	
BLACAT1	BLACAT1 overlapping LEMD1 locus [Source:HGNC Symbol;Acc:HGNC:48597]	1.0796689	
SCARF1	scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]	1.0788698	
ZNF385C	zinc finger protein 385C [Source:HGNC Symbol;Acc:HGNC:33722]	1.0784552	
MIR6719	microRNA 6719 [Source:HGNC Symbol;Acc:HGNC:50012]	1.0771084	
INSL4	insulin like 4 [Source:HGNC Symbol;Acc:HGNC:6087]	1.0752194	
MIR324	microRNA 324 [Source:HGNC Symbol;Acc:HGNC:31767]	1.0731231	
ERP29P1	endoplasmic reticulum lumenal protein 29 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24625]	1.0724248	
RPS26P11	ribosomal protein S26 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:31817]	1.0712558	
PHLPP2	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]	1.071115	
LINC00449	long intergenic non-protein coding RNA 449 [Source:HGNC Symbol;Acc:HGNC:42786]	1.0695372	
ZNF780B	zinc finger protein 780B [Source:HGNC Symbol;Acc:HGNC:33109]	1.0652225	
H3C10	H3 clustered histone 10 [Source:HGNC Symbol;Acc:HGNC:4775]	1.0641705	
CYCSP34	CYCS pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:24408]	1.0626942	
MYBL1	MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]	1.0621456	
RPSAP16	ribosomal protein SA pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:35478]	1.0613816	
PTX3	pentraxin 3 [Source:HGNC Symbol;Acc:HGNC:9692]	1.0611103	
RASSF4	Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793]	1.0602492	
FRMD3	FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]	1.0593147	
CXCL17	C-X-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:19232]	1.0574235	
HMCN1	hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]	1.0569971	
CNKSR3	CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034]	1.0547302	
WWTR1-IT1	WWTR1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41469]	1.0525864	
TMEM140	transmembrane protein 140 [Source:HGNC Symbol;Acc:HGNC:21870]	1.0523779	
NTRK3	neurotrophic receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:8033]	1.0492119	
FNTAP1	farnesyltransferase, CAAX box, alpha pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3783]	1.0468328	
LDHAL6FP	lactate dehydrogenase A like 6F, pseudogene [Source:HGNC Symbol;Acc:HGNC:44240]	1.0464622	
FLACC1	flagellum associated containing coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:14439]	1.046182	
BTG2-DT	BTG2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49452]	1.0448985	
TRIM36	tripartite motif containing 36 [Source:HGNC Symbol;Acc:HGNC:16280]	1.0387421	
MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6882]	1.0382278	
GLRX	glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]	1.0345273	
PURG	purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930]	1.0321667	
GRM1	glutamate metabotropic receptor 1 [Source:HGNC Symbol;Acc:HGNC:4593]	1.031493	
ST7-AS2	ST7 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:16044]	1.0309293	
MRM1	mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]	1.0302322	
PKDREJ	polycystin family receptor for egg jelly [Source:HGNC Symbol;Acc:HGNC:9015]	1.0281564	
CCDC86-AS1	CCDC86 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56314]	1.0281056	
FYN	FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]	1.0280348	
AOC4P	amine oxidase copper containing 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:48869]	1.0254703	
SLC4A1APP1	solute carrier family 4 member 1 adaptor protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49811]	1.0252802	
TEC	tec protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11719]	1.019737	
TTTY14	testis-specific transcript, Y-linked 14 [Source:HGNC Symbol;Acc:HGNC:18495]	1.0192533	
NONOP2	non-POU domain containing, octamer-binding pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42032]	1.01874	
EDNRB	endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]	1.0173064	
BCL2L15	BCL2 like 15 [Source:HGNC Symbol;Acc:HGNC:33624]	1.0157216	
ATP13A4	ATPase 13A4 [Source:HGNC Symbol;Acc:HGNC:25422]	1.0137981	
TMCC2	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	1.0131063	
TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1 [Source:HGNC Symbol;Acc:HGNC:29984]	1.0126822	
KCNA6	potassium voltage-gated channel subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:6225]	1.0120528	
RN7SL513P	RNA, 7SL, cytoplasmic 513, pseudogene [Source:HGNC Symbol;Acc:HGNC:46529]	1.0120528	
ZNF717	zinc finger protein 717 [Source:HGNC Symbol;Acc:HGNC:29448]	1.0120528	
DSCAS	DSC1/DSC2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:51116]	1.0119739	
FAM83E	family with sequence similarity 83 member E [Source:HGNC Symbol;Acc:HGNC:25972]	1.0116054	
SERPINI1	serpin family I member 1 [Source:HGNC Symbol;Acc:HGNC:8943]	1.0112565	
LINC01569	long intergenic non-protein coding RNA 1569 [Source:HGNC Symbol;Acc:HGNC:51380]	1.010417	
TSNAXIP1	translin associated factor X interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18586]	1.0088778	
CYP3A43	cytochrome P450 family 3 subfamily A member 43 [Source:HGNC Symbol;Acc:HGNC:17450]	1.0053669	
RPS24P17	ribosomal protein S24 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:36348]	1.0052899	
ZNF658	zinc finger protein 658 [Source:HGNC Symbol;Acc:HGNC:25226]	1.0033529	
WBP1LP2	WBP1L pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43949]	1.0032002	
RNU6-1330P	RNA, U6 small nuclear 1330, pseudogene [Source:HGNC Symbol;Acc:HGNC:48293]	1.0026119	
RNU6-1223P	RNA, U6 small nuclear 1223, pseudogene [Source:HGNC Symbol;Acc:HGNC:48186]	1.0024394	
RPSAP51	ribosomal protein SA pseudogene 51 [Source:HGNC Symbol;Acc:HGNC:36224]	1.0022447	
RNU6-554P	RNA, U6 small nuclear 554, pseudogene [Source:HGNC Symbol;Acc:HGNC:47517]	1.000439	
CHRNA5	cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]	0.99959934	
CYCSP10	CYCS pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:24384]	0.9989096	
SUB1P3	SUB1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43993]	0.99395853	
VN1R83P	vomeronasal 1 receptor 83 pseudogene [Source:HGNC Symbol;Acc:HGNC:37403]	0.99390054	
H4C12	H4 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4784]	0.9933292	
RPSAP17	ribosomal protein SA pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:35707]	0.9932885	
GNAT2	G protein subunit alpha transducin 2 [Source:HGNC Symbol;Acc:HGNC:4394]	0.99277455	
TPSB2	tryptase beta 2 [Source:HGNC Symbol;Acc:HGNC:14120]	0.9902696	
RTN1	reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]	0.9887545	
CA13	carbonic anhydrase 13 [Source:HGNC Symbol;Acc:HGNC:14914]	0.98718596	
RPL23AP34	ribosomal protein L23a pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:36035]	0.985505	
RPL10P8	ribosomal protein L10 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:52344]	0.98541486	
PCDH1	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]	0.98484653	
CNGA4	cyclic nucleotide gated channel subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:2152]	0.98467195	
TSACC	TSSK6 activating cochaperone [Source:HGNC Symbol;Acc:HGNC:30636]	0.9837859	
